Date,Page,Clicks,Impressions,CTR,Position
2025-12-01,https://example.com/seo-audit-checklist,40,837,0.0478,16.00
2025-12-01,https://example.com/technical-seo-guide,32,776,0.0412,20.00
2025-12-01,https://example.com/content-cluster-strategy,28,727,0.0385,18.00
2025-12-01,https://example.com/keyword-research-b2b,24,595,0.0403,24.00
2025-12-01,https://example.com/internal-linking-playbook,35,825,0.0424,19.00
2025-12-01,https://example.com/programmatic-seo-case-study,30,788,0.0381,22.00
2025-12-01,https://example.com/local-seo-template,20,484,0.0413,25.00
2025-12-01,https://example.com/site-speed-optimization,26,582,0.0447,28.00
2025-12-04,https://example.com/seo-audit-checklist,41,837,0.0490,16.00
2025-12-04,https://example.com/technical-seo-guide,33,776,0.0425,20.00
2025-12-04,https://example.com/content-cluster-strategy,29,727,0.0399,18.00
2025-12-04,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-04,https://example.com/internal-linking-playbook,36,825,0.0436,19.00
2025-12-04,https://example.com/programmatic-seo-case-study,31,788,0.0393,22.00
2025-12-04,https://example.com/local-seo-template,20,484,0.0413,25.00
2025-12-04,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-07,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-07,https://example.com/technical-seo-guide,33,776,0.0425,20.00
2025-12-07,https://example.com/content-cluster-strategy,29,727,0.0399,18.00
2025-12-07,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-07,https://example.com/internal-linking-playbook,36,825,0.0436,19.00
2025-12-07,https://example.com/programmatic-seo-case-study,31,788,0.0393,22.00
2025-12-07,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-07,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-10,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-10,https://example.com/technical-seo-guide,34,776,0.0438,20.00
2025-12-10,https://example.com/content-cluster-strategy,29,727,0.0399,18.00
2025-12-10,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-10,https://example.com/internal-linking-playbook,37,825,0.0448,19.00
2025-12-10,https://example.com/programmatic-seo-case-study,32,788,0.0406,22.00
2025-12-10,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-10,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-13,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-13,https://example.com/technical-seo-guide,34,776,0.0438,20.00
2025-12-13,https://example.com/content-cluster-strategy,30,727,0.0413,18.00
2025-12-13,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-13,https://example.com/internal-linking-playbook,37,825,0.0448,19.00
2025-12-13,https://example.com/programmatic-seo-case-study,32,788,0.0406,22.00
2025-12-13,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-13,https://example.com/site-speed-optimization,28,582,0.0481,28.00
2025-12-16,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-16,https://example.com/technical-seo-guide,34,776,0.0438,20.00
2025-12-16,https://example.com/content-cluster-strategy,30,727,0.0413,18.00
2025-12-16,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-16,https://example.com/internal-linking-playbook,37,825,0.0448,19.00
2025-12-16,https://example.com/programmatic-seo-case-study,32,788,0.0406,22.00
2025-12-16,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-16,https://example.com/site-speed-optimization,28,582,0.0481,28.00
2025-12-19,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-19,https://example.com/technical-seo-guide,34,776,0.0438,20.00
2025-12-19,https://example.com/content-cluster-strategy,30,727,0.0413,18.00
2025-12-19,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-19,https://example.com/internal-linking-playbook,37,825,0.0448,19.00
2025-12-19,https://example.com/programmatic-seo-case-study,32,788,0.0406,22.00
2025-12-19,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-19,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-22,https://example.com/seo-audit-checklist,42,837,0.0502,16.00
2025-12-22,https://example.com/technical-seo-guide,33,776,0.0425,20.00
2025-12-22,https://example.com/content-cluster-strategy,29,727,0.0399,18.00
2025-12-22,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-22,https://example.com/internal-linking-playbook,37,825,0.0448,19.00
2025-12-22,https://example.com/programmatic-seo-case-study,31,788,0.0393,22.00
2025-12-22,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-22,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-25,https://example.com/seo-audit-checklist,41,837,0.0490,16.00
2025-12-25,https://example.com/technical-seo-guide,33,776,0.0425,20.00
2025-12-25,https://example.com/content-cluster-strategy,29,727,0.0399,18.00
2025-12-25,https://example.com/keyword-research-b2b,25,595,0.0420,24.00
2025-12-25,https://example.com/internal-linking-playbook,36,825,0.0436,19.00
2025-12-25,https://example.com/programmatic-seo-case-study,31,788,0.0393,22.00
2025-12-25,https://example.com/local-seo-template,21,484,0.0434,25.00
2025-12-25,https://example.com/site-speed-optimization,27,582,0.0464,28.00
2025-12-28,https://example.com/seo-audit-checklist,40,837,0.0478,16.00
2025-12-28,https://example.com/technical-seo-guide,32,776,0.0412,20.00
2025-12-28,https://example.com/content-cluster-strategy,28,727,0.0385,18.00
2025-12-28,https://example.com/keyword-research-b2b,24,595,0.0403,24.00
2025-12-28,https://example.com/internal-linking-playbook,35,825,0.0424,19.00
2025-12-28,https://example.com/programmatic-seo-case-study,30,788,0.0381,22.00
2025-12-28,https://example.com/local-seo-template,20,484,0.0413,25.00
2025-12-28,https://example.com/site-speed-optimization,26,582,0.0447,28.00
2025-12-31,https://example.com/seo-audit-checklist,40,837,0.0478,16.00
2025-12-31,https://example.com/technical-seo-guide,32,776,0.0412,20.00
2025-12-31,https://example.com/content-cluster-strategy,28,727,0.0385,18.00
2025-12-31,https://example.com/keyword-research-b2b,24,595,0.0403,24.00
2025-12-31,https://example.com/internal-linking-playbook,35,825,0.0424,19.00
2025-12-31,https://example.com/programmatic-seo-case-study,30,788,0.0381,22.00
2025-12-31,https://example.com/local-seo-template,20,484,0.0413,25.00
2025-12-31,https://example.com/site-speed-optimization,26,582,0.0447,28.00
2026-01-03,https://example.com/seo-audit-checklist,46,941,0.0489,15.30
2026-01-03,https://example.com/technical-seo-guide,35,842,0.0416,19.30
2026-01-03,https://example.com/content-cluster-strategy,30,760,0.0395,17.30
2026-01-03,https://example.com/keyword-research-b2b,25,607,0.0412,23.30
2026-01-03,https://example.com/internal-linking-playbook,35,816,0.0429,19.35
2026-01-03,https://example.com/programmatic-seo-case-study,29,753,0.0385,22.35
2026-01-03,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-03,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-06,https://example.com/seo-audit-checklist,47,941,0.0499,15.30
2026-01-06,https://example.com/technical-seo-guide,36,842,0.0428,19.30
2026-01-06,https://example.com/content-cluster-strategy,30,760,0.0395,17.30
2026-01-06,https://example.com/keyword-research-b2b,25,607,0.0412,23.30
2026-01-06,https://example.com/internal-linking-playbook,36,816,0.0441,19.35
2026-01-06,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-06,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-06,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-09,https://example.com/seo-audit-checklist,47,941,0.0499,15.30
2026-01-09,https://example.com/technical-seo-guide,36,842,0.0428,19.30
2026-01-09,https://example.com/content-cluster-strategy,31,760,0.0408,17.30
2026-01-09,https://example.com/keyword-research-b2b,26,607,0.0428,23.30
2026-01-09,https://example.com/internal-linking-playbook,36,816,0.0441,19.35
2026-01-09,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-09,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-09,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-12,https://example.com/seo-audit-checklist,48,941,0.0510,15.30
2026-01-12,https://example.com/technical-seo-guide,37,842,0.0439,19.30
2026-01-12,https://example.com/content-cluster-strategy,31,760,0.0408,17.30
2026-01-12,https://example.com/keyword-research-b2b,26,607,0.0428,23.30
2026-01-12,https://example.com/internal-linking-playbook,37,816,0.0453,19.35
2026-01-12,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-12,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-12,https://example.com/site-speed-optimization,26,542,0.0480,28.35
2026-01-15,https://example.com/seo-audit-checklist,48,941,0.0510,15.30
2026-01-15,https://example.com/technical-seo-guide,37,842,0.0439,19.30
2026-01-15,https://example.com/content-cluster-strategy,31,760,0.0408,17.30
2026-01-15,https://example.com/keyword-research-b2b,26,607,0.0428,23.30
2026-01-15,https://example.com/internal-linking-playbook,37,816,0.0453,19.35
2026-01-15,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-15,https://example.com/local-seo-template,23,514,0.0447,24.30
2026-01-15,https://example.com/site-speed-optimization,26,542,0.0480,28.35
2026-01-18,https://example.com/seo-audit-checklist,48,941,0.0510,15.30
2026-01-18,https://example.com/technical-seo-guide,37,842,0.0439,19.30
2026-01-18,https://example.com/content-cluster-strategy,31,760,0.0408,17.30
2026-01-18,https://example.com/keyword-research-b2b,26,607,0.0428,23.30
2026-01-18,https://example.com/internal-linking-playbook,37,816,0.0453,19.35
2026-01-18,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-18,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-18,https://example.com/site-speed-optimization,26,542,0.0480,28.35
2026-01-21,https://example.com/seo-audit-checklist,47,941,0.0499,15.30
2026-01-21,https://example.com/technical-seo-guide,36,842,0.0428,19.30
2026-01-21,https://example.com/content-cluster-strategy,31,760,0.0408,17.30
2026-01-21,https://example.com/keyword-research-b2b,26,607,0.0428,23.30
2026-01-21,https://example.com/internal-linking-playbook,36,816,0.0441,19.35
2026-01-21,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-21,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-21,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-24,https://example.com/seo-audit-checklist,47,941,0.0499,15.30
2026-01-24,https://example.com/technical-seo-guide,36,842,0.0428,19.30
2026-01-24,https://example.com/content-cluster-strategy,30,760,0.0395,17.30
2026-01-24,https://example.com/keyword-research-b2b,25,607,0.0412,23.30
2026-01-24,https://example.com/internal-linking-playbook,36,816,0.0441,19.35
2026-01-24,https://example.com/programmatic-seo-case-study,30,753,0.0398,22.35
2026-01-24,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-24,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-27,https://example.com/seo-audit-checklist,46,941,0.0489,15.30
2026-01-27,https://example.com/technical-seo-guide,35,842,0.0416,19.30
2026-01-27,https://example.com/content-cluster-strategy,30,760,0.0395,17.30
2026-01-27,https://example.com/keyword-research-b2b,25,607,0.0412,23.30
2026-01-27,https://example.com/internal-linking-playbook,35,816,0.0429,19.35
2026-01-27,https://example.com/programmatic-seo-case-study,29,753,0.0385,22.35
2026-01-27,https://example.com/local-seo-template,22,514,0.0428,24.30
2026-01-27,https://example.com/site-speed-optimization,25,542,0.0461,28.35
2026-01-30,https://example.com/seo-audit-checklist,45,941,0.0478,15.30
2026-01-30,https://example.com/technical-seo-guide,35,842,0.0416,19.30
2026-01-30,https://example.com/content-cluster-strategy,29,760,0.0382,17.30
2026-01-30,https://example.com/keyword-research-b2b,24,607,0.0395,23.30
2026-01-30,https://example.com/internal-linking-playbook,35,816,0.0429,19.35
2026-01-30,https://example.com/programmatic-seo-case-study,29,753,0.0385,22.35
2026-01-30,https://example.com/local-seo-template,21,514,0.0409,24.30
2026-01-30,https://example.com/site-speed-optimization,24,542,0.0443,28.35
2026-02-02,https://example.com/seo-audit-checklist,51,1059,0.0482,14.60
2026-02-02,https://example.com/technical-seo-guide,38,913,0.0416,18.60
2026-02-02,https://example.com/content-cluster-strategy,31,795,0.0390,16.60
2026-02-02,https://example.com/keyword-research-b2b,25,618,0.0405,22.60
2026-02-02,https://example.com/internal-linking-playbook,35,808,0.0433,19.70
2026-02-02,https://example.com/programmatic-seo-case-study,28,721,0.0388,22.70
2026-02-02,https://example.com/local-seo-template,23,545,0.0422,23.60
2026-02-02,https://example.com/site-speed-optimization,23,505,0.0455,28.70
2026-02-05,https://example.com/seo-audit-checklist,52,1059,0.0491,14.60
2026-02-05,https://example.com/technical-seo-guide,39,913,0.0427,18.60
2026-02-05,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-05,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-05,https://example.com/internal-linking-playbook,35,808,0.0433,19.70
2026-02-05,https://example.com/programmatic-seo-case-study,28,721,0.0388,22.70
2026-02-05,https://example.com/local-seo-template,23,545,0.0422,23.60
2026-02-05,https://example.com/site-speed-optimization,23,505,0.0455,28.70
2026-02-08,https://example.com/seo-audit-checklist,53,1059,0.0500,14.60
2026-02-08,https://example.com/technical-seo-guide,39,913,0.0427,18.60
2026-02-08,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-08,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-08,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-08,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-08,https://example.com/local-seo-template,24,545,0.0440,23.60
2026-02-08,https://example.com/site-speed-optimization,24,505,0.0475,28.70
2026-02-11,https://example.com/seo-audit-checklist,53,1059,0.0500,14.60
2026-02-11,https://example.com/technical-seo-guide,40,913,0.0438,18.60
2026-02-11,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-11,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-11,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-11,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-11,https://example.com/local-seo-template,24,545,0.0440,23.60
2026-02-11,https://example.com/site-speed-optimization,24,505,0.0475,28.70
2026-02-14,https://example.com/seo-audit-checklist,54,1059,0.0510,14.60
2026-02-14,https://example.com/technical-seo-guide,40,913,0.0438,18.60
2026-02-14,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-14,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-14,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-14,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-14,https://example.com/local-seo-template,24,545,0.0440,23.60
2026-02-14,https://example.com/site-speed-optimization,24,505,0.0475,28.70
2026-02-17,https://example.com/seo-audit-checklist,54,1059,0.0510,14.60
2026-02-17,https://example.com/technical-seo-guide,40,913,0.0438,18.60
2026-02-17,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-17,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-17,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-17,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-17,https://example.com/local-seo-template,24,545,0.0440,23.60
2026-02-17,https://example.com/site-speed-optimization,24,505,0.0475,28.70
2026-02-20,https://example.com/seo-audit-checklist,53,1059,0.0500,14.60
2026-02-20,https://example.com/technical-seo-guide,40,913,0.0438,18.60
2026-02-20,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-20,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-20,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-20,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-20,https://example.com/local-seo-template,24,545,0.0440,23.60
2026-02-20,https://example.com/site-speed-optimization,24,505,0.0475,28.70
2026-02-23,https://example.com/seo-audit-checklist,53,1059,0.0500,14.60
2026-02-23,https://example.com/technical-seo-guide,39,913,0.0427,18.60
2026-02-23,https://example.com/content-cluster-strategy,32,795,0.0403,16.60
2026-02-23,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-23,https://example.com/internal-linking-playbook,36,808,0.0446,19.70
2026-02-23,https://example.com/programmatic-seo-case-study,29,721,0.0402,22.70
2026-02-23,https://example.com/local-seo-template,23,545,0.0422,23.60
2026-02-23,https://example.com/site-speed-optimization,23,505,0.0455,28.70
2026-02-26,https://example.com/seo-audit-checklist,52,1059,0.0491,14.60
2026-02-26,https://example.com/technical-seo-guide,39,913,0.0427,18.60
2026-02-26,https://example.com/content-cluster-strategy,31,795,0.0390,16.60
2026-02-26,https://example.com/keyword-research-b2b,26,618,0.0421,22.60
2026-02-26,https://example.com/internal-linking-playbook,35,808,0.0433,19.70
2026-02-26,https://example.com/programmatic-seo-case-study,28,721,0.0388,22.70
2026-02-26,https://example.com/local-seo-template,23,545,0.0422,23.60
